customer_id,customer_count
50551396,1
49799729,1
35676085,1
23809730,1
52939495,1
38271499,1
16114003,2
14664611,1
50232755,1
46030601,1
49107765,1
23947515,1
6955833,1
11942553,1
15406017,1
22805575,1
15038901,1
32537843,1
34748562,1
45653712,2
49848745,1
24259773,1
14216451,1
18194715,1
4781106,1
40339970,1
16812414,1
13629790,1
16122841,1
12879980,1
28275351,1
45175497,1
25975774,1
38935407,1
49995682,1
43299446,1
28161840,1
12301540,1
36749991,1
49125273,1
18167714,3
44721484,1
38802997,1
26789224,1
31634497,1
12548209,1
52949422,1
17957276,1
14004976,1
47499905,1
15864798,2
42246761,1
49280644,2
33531165,1
20655858,1
8067372,1
41679246,1
13686305,1
32117655,1
19909263,1
4174780,1
16853921,1
26478376,1
16416267,1
42007435,1
48303294,1
47455598,1
30484020,1
49857015,1
28283106,1
6172554,1
19840028,1
46154670,1
23952664,1
24168567,1
39858413,1
40506039,2
47319296,1
44748307,2
29711524,1
31623581,2
52551726,4
46901069,2
19177683,1
13728189,1
45104390,1
6963120,1
33085426,1
16450600,1
13782112,1
42537054,1
32953356,1
24837007,1
50417659,1
52436945,1
13378946,1
43614946,1
9264524,1
10387770,1
35141842,1
49524813,1
22031077,1
26522650,1
23508984,1
12244908,1
16980823,1
31948022,1
19313412,1
32335894,1
13687883,2
38773173,1
30182186,1
51229358,1
39809163,1
50221825,1
36569642,1
10222339,1
15864671,1
7683254,1
11680620,1
27584448,1
41633338,1
44665535,1
52048315,1
50864930,1
13828187,1
1368921,1
3975526,1
45288743,1
46303295,1
49717388,1
17241019,1
1284004,1
10162893,1
35248974,1
41917285,1
32203579,1
14045764,1
35633163,1
15199033,1
12220424,2
17697432,1
36173316,1
11261460,1
8413371,1
44887522,1
46918160,1
34510317,1
50790060,1
16550779,1
31981483,1
45279966,1
28285424,1
14171713,1
33360105,1
37074223,1
52482839,1
25498831,1
22595521,1
35994926,1
33774749,2
7281650,1
15603410,1
45155320,1
18660594,1
31269999,1
25188627,1
5196975,1
42919921,1
23073409,1
35504528,1
37633495,1
16504272,1
46970475,1
43854458,1
12872362,1
32437673,1
38946989,1
48217865,1
46903902,1
50615693,1
14397122,1
36351443,1
52123691,1
33337948,1
13285487,1
51835190,1
47908178,1
27683283,1
33783380,1
52600605,1
33399120,1
26984233,1
17494546,1
36120453,1
25475014,1
37329386,1
35682279,1
31450149,4
18254570,1
13662156,1
47728663,1
40784912,1
35178197,1
45662902,1
24398302,1
11547094,1
22043983,1
27917440,1
44905015,1
28904433,1
44309150,1
23203606,1
43759836,1
39417798,1
50026640,1
27629441,1
16890104,1
33916704,1
15768648,1
34589154,1
53087401,1
50384677,1
51811507,1
23305076,1
34410515,1
10204175,1
39594339,2
15012188,1
41466980,1
12759417,1
51186475,2
20635950,1
45328803,1
23446445,2
44015676,2
34608604,1
27649978,1
32716679,1
49944221,1
34487450,1
26784705,1
29221210,1
15716376,1
48535826,1
14197689,1
45004881,1
15317522,1
38233152,1
47348865,1
28240691,1
17533812,1
52167351,1
18162942,1
36408057,1
50022623,1
49755667,1
13246430,1
28811597,1
51065190,1
34748713,1
40573362,1
35304672,1
40313241,1
45332479,1
28386012,1
36669299,1
36025655,1
28528294,1
13833083,1
44199256,1
16421256,1
34184589,1
15698710,1
32495138,1
51532205,1
36063955,1
12607035,1
42769135,1
130283,1
23905020,1
16545050,1
10883549,1
15517563,1
30679999,2
29343022,1
31057937,2
30000899,1
203956,1
24622386,1
9877316,1
14046740,1
37073639,1
22948160,1
52228204,1
15316636,2
12440016,1
1857198,1
46459684,1
14211819,1
15409552,1
28607448,1
39568004,1
46006823,2
29724155,1
564140,1
53026405,1
14131806,1
47755867,1
18938036,1
43625309,1
51885565,1
10953253,1
44280935,1
22632748,1
49930316,1
642828,1
543608,2
18124782,1
29093255,1
9421621,1
38859943,1
51999620,2
52645071,1
48435233,1
47225968,1
3721558,1
50976978,1
52637212,1
13489544,1
16178570,1
14384161,1
860109,1
12194345,1
34055279,1
15656290,1
25778267,1
36670626,1
14232957,1
23298342,1
4054415,1
52749382,1
34892067,1
38259166,1
37927286,1
1516023,1
18795901,1
19910646,1
22762591,1
4202376,1
32317240,2
39838615,1
18593773,1
12340747,1
2035984,1
31125652,3
40727342,1
19356804,1
19229970,1
52127990,1
52231972,1
34317605,1
44581739,1
39267981,1
31534617,1
14681283,1
52758478,1
15330031,1
38562835,1
46300777,1
2437127,1
39241674,1
50584380,1
20120322,1
38942674,2
802892,1
20994514,1
6244761,1
40250421,1
15923298,1
15171166,1
31633148,1
45093131,1
22666786,1
51747690,1
49505053,1
28969153,1
30414453,1
11888663,1
29467233,1
48763944,1
4921609,1
27576451,1
43428315,1
18448051,1
18027479,1
37103186,1
11680016,1
46181217,1
11141663,1
26219960,1
23411404,1
48933354,1
1781559,1
43222316,1
36660820,1
10030033,2
33187819,1
20563229,1
22868898,1
17339814,1
14616578,1
48312864,1
18462852,1
10566201,1
28522291,1
15056300,1
10590901,1
14126514,2
38808835,1
27266383,1
36631728,1
12633919,1
42424242,1
12180760,1
42143022,1
10559432,1
33306703,1
42839828,2
2443684,1
18720713,1
45785878,1
23038245,1
36441898,1
52636350,1
14771639,1
18848202,1
20184943,1
34141368,1
45281026,1
38185234,1
10269412,1
49528766,1
10949223,1
43338103,1
1155911,1
29165864,1
15604098,1
14410178,1
10245284,1
46472092,1
31237214,1
42791729,1
9965933,1
48413948,1
35887004,1
44069595,2
50861137,1
39342992,1
48509091,1
4861452,1
20614023,1
45748437,1
42057340,1
24524841,1
1260268,1
22520438,1
14673576,1
43561482,1
29960977,1
45859786,1
49840237,1
43667221,1
10957663,1
46828603,2
47537360,1
27403196,1
38866344,1
33623882,1
21160772,1
50319149,1
38854897,1
48964738,1
34747632,1
47580261,1
20513982,1
45225829,1
16646571,1
39109880,2
45902180,1
6793293,1
14237205,1
25391073,1
36828806,1
14069149,1
31892543,1
31941626,1
6020542,1
27548345,1
48696441,1
43116609,1
45294377,1
31047424,1
34635551,1
32018418,1
39520928,1
45159576,1
38626204,1
41575924,1
50994198,1
34987350,1
32290867,1
35853048,1
43552946,1
4231912,1
22282110,1
50490589,1
40103564,1
18111213,1
48933056,1
45349617,1
15500666,1
11876716,2
12082353,1
45017816,1
20897310,1
46716853,1
10097357,1
38315005,1
47193541,1
23150697,1
18164998,1
11625430,1
15480892,1
46238209,1
52407416,1
27645965,1
44907433,1
43436624,1
10974404,1
52015238,1
44227529,2
15993264,1
52493572,1
14945306,1
45063875,2
44186984,1
16315998,1
6669592,1
38739354,1
22237044,1
42421564,1
17646830,1
23166477,1
13086101,1
47562484,1
15038969,1
33140934,1
4220092,1
15213839,1
14641767,1
20061624,1
44729549,1
42838656,1
47046294,1
26492505,1
5822581,1
12770585,1
51376998,1
36671916,1
35476737,1
33947025,1
10441238,2
37208411,1
49629317,2
42267195,1
49610846,1
49141811,1
31162255,1
51181213,1
51984463,1
42224845,1
5796084,1
6742145,1
26228421,1
18673830,1
11505289,1
32261986,1
14700844,1
31306985,1
49609001,1
52594724,1
25842428,1
25548525,1
49743733,1
40195687,1
40473654,1
51258533,1
15225030,1
38274985,1
15806581,1
2286237,1
42087562,1
27321017,1
41781120,1
22016804,1
11303002,1
47327029,1
41759790,1
14856348,1
10600335,1
50363282,1
52797753,1
13389719,1
50002085,1
25028948,1
11921644,1
21013188,1
19475503,1
29427957,1
40644928,1
16232349,2
36211884,1
45117182,1
15024729,1
52569973,1
50874142,1
42688511,1
33982777,1
15910006,1
46130826,1
14589137,1
50070626,1
48567309,1
13297261,1
50750054,1
23997842,1
12052206,1
10591301,1
23587607,1
47748407,1
19403545,1
26458998,1
50863329,1
48829584,1
36528497,1
12877748,1
51245064,1
34112220,1
23744736,1
19626885,1
32450276,1
50307636,1
17223397,1
50104046,1
43366554,1
10353544,1
23514306,1
52298992,1
26157329,1
38751184,1
40562912,2
13866662,1
27949984,1
13732371,1
44953048,1
39554685,1
21297641,1
16339996,1
14103343,1
25737117,1
31370263,1
48520550,1
29162899,1
20790229,1
35215235,1
44663544,1
12842928,1
18836787,2
17515801,1
51357569,1
31741843,1
27890097,1
12238148,1
51813478,1
20904547,1
39035873,1
11502581,1
39940689,1
42554371,1
35465400,1
46781039,1
25875836,1
45853718,1
31240126,1
51081510,2
35472951,1
16286067,1
14865839,1
41773735,1
10155846,1
46965843,1
47154977,1
51099432,1
36475665,1
52546784,1
21619949,1
12863200,1
26241688,1
20323377,1
29644444,1
51766648,1
24080454,1
46838585,1
51189412,1
42758256,1
17037980,1
39642032,1
46813249,1
52922742,1
15378487,1
20877418,1
50960288,1
30906465,1
46808334,1
51620794,1
50175397,1
12798876,1
39804940,1
16311626,1
16187417,1
12846693,1
50967099,1
32559821,1
32960296,1
13164137,1
14226348,1
48288344,1
2025887,1
51274664,1
51114740,1
17060286,1
27327692,1
8901502,1
135337,1
5913602,1
10695039,1
24472109,1
7334961,1
51291249,1
5614529,1
12107892,1
23282473,1
52805711,1
48814570,1
19204395,1
35126520,1
6124326,1
17767519,1
32553264,1
47698912,1
16347744,1
14772053,1
53072452,1
47066092,1
44868110,1
14349767,1
7998130,1
51059205,1
11022744,1
28795807,1
10004299,1
37845330,1
18302017,1
50194541,1
15254300,1
22262500,1
16697952,1
24957850,1
18553499,1
44480134,1
52165591,1
46052325,1
18122088,1
29614695,1
35490868,1
33107536,1
17836875,1
42810919,1
28866610,1
21044586,1
22441345,1
21931588,1
43886222,1
39935019,1
11025741,1
32975084,1
52350740,1
18630215,1
5960270,1
47022979,1
24230490,1
1723180,1
30612659,1
14133464,1
33174096,1
42264479,1
43417812,1
30014436,1
37519111,1
3160243,1
24278115,1
24846191,1
29945305,2
44061610,1
8278591,1
44254514,1
13838137,1
32729493,1
47835054,1
3520891,1
23525616,1
10328273,1
20321156,1
47489128,1
1084817,1
5309805,1
6790244,1
37926402,1
49706751,1
32665426,1
25615574,1
42485761,1
31948800,1
51390695,1
49024007,1
11136602,1
50465910,1
45439653,1
27583491,1
49997415,1
48827809,1
50285690,1
10886417,1
16212016,1
41824186,1
29380525,1
39782407,1
17932076,1
24607215,1
46349952,1
10702836,1
38331656,1
12461352,1
40132669,1
7085045,1
16929219,1
20304913,1
26213640,1
19691786,1
12034881,1
47009497,1
11588333,1
42671368,1
35815587,1
2621889,1
15766030,1
48345391,1
24051506,1
38693370,1
16402244,1
25820582,1
40910686,1
34536859,1
4924487,1
7493076,1
24062743,1
32221770,1
42314473,1
43111354,1
52088627,1
48875998,1
29343956,1
35751611,1
1047239,1
45023688,1
23600456,2
1646170,1
48889891,1
11720746,1
46045551,1
25558070,1
15009496,1
36744001,1
13287142,1
28916708,1
3602529,1
13445045,1
46687861,1
51002736,1
34817088,1
14126221,1
38527245,1
51643056,1
14832084,1
12299694,1
19328651,1
25832803,1
19534209,1
48162152,1
1958999,1
42644737,1
21684952,2
39237211,1
12200417,2
13042380,1
44622764,1
50657019,1
12712808,1
34004123,1
44278556,1
28601822,1
22956954,2
52388070,1
34593347,1
50356992,1
8941427,1
47318986,1
24237281,1
52079191,1
16615609,1
45457656,1
38304101,1
35578710,1
25344200,1
15351224,1
50713035,1
32063106,1
19320999,1
25822489,1
33760582,1
13991169,1
49765846,1
42089863,1
52612432,1
47581211,1
10182938,1
12401755,1
52131602,1
48729738,1
47305430,1
23457529,1
10635590,1
24246012,1
24913056,1
19550427,1
29773427,1
46940904,1
7289812,1
13372385,1
25262643,1
52641236,1
43927822,1
7128661,1
2619343,1
14209455,1
39669146,1
41553080,1
8357843,1
39705971,1
28074174,1
52334683,1
52824843,1
13769674,1
15084402,1
32025091,1
38679152,1
19068902,1
25863728,1
37071027,1
36164763,1
13077886,1
48544630,1
16934406,1
16105276,1
16959424,1
6077270,1
11044882,1
46038866,1
44960898,1
22628048,1
45067250,1
33509267,1
41279490,1
11567242,1
41615473,2
9666838,1
14058148,1
21935682,1
30663693,1
24378868,1
51639741,1
22533173,1
14162724,1
46467372,1
22048464,1
51487902,1
48559797,1
35054388,1
51212705,1
38861433,1
14049432,1
10060280,1
45150745,1
45937513,1
46161445,1
18096638,1
43917833,1
32245857,1
39540123,1
28814447,1
33791360,1
28477273,1
15379722,1
33086897,1
14780961,1
36632895,1
52680765,1
12624096,1
9422086,1
14872496,1
27606715,1
27176567,1
9637436,1
33261781,1
48383494,1
39443689,1
17161430,1
12397826,1
45855908,1
36170311,1
45105132,1
48872362,1
44836627,1
11655388,1
35079333,1
39747936,1
46862628,1
53089932,1
42629486,1
38017057,1
25464339,2
5846466,1
34199037,1
14804998,1
35224042,1
10608486,1
25818571,1
52954726,1
42161041,5
10008784,1
52724287,1
34717099,1
15121279,1
2456280,1
38474086,1
35409866,1
50267046,1
20749528,1
11187628,1
6447365,2
10467933,1
13394419,1
27210138,1
50962352,1
5960421,1
11320975,1
23574539,1
52990484,1
9976472,1
9505010,1
26049274,1
15431229,1
41075427,1
48335271,1
31746294,1
38064950,1
25940712,1
41836144,1
26688446,1
16433107,1
12684531,1
4048375,1
45730814,1
34078270,1
8485584,1
30415404,1
37345271,1
29807977,1
13562429,1
30405638,1
53095826,1
23390808,1
42391179,1
33240772,1
27725534,1
28600875,1
38605395,1
7534759,1
39265200,1
37255405,1
50253773,1
31087854,1
44768671,1
39281842,1
37212510,1
22505179,1
20784922,1
25651242,1
39932110,1
22099545,1
52290383,2
39081056,1
35056147,2
13617880,1
12555500,1
48757950,1
52037878,1
22714796,1
21746690,1
13287112,1
50947757,1
43456477,1
32009301,1
48065684,1
50208154,1
12965032,1
42093507,1
31629506,1
20286423,2
20486658,1
52224816,1
22237680,1
10300219,1
22381809,1
53013111,1
18206064,1
37812518,1
21927802,1
51135794,1
25374735,1
49980141,1
39173492,1
50831885,1
52769321,1
13473823,1
50808567,1
33696987,1
50685642,1
33789393,1
34131964,1
17388339,1
17141444,1
19051944,1
23209213,1
48066408,1
19448333,1
39701654,1
19134171,1
13252030,1
17409619,1
15167770,1
32419847,1
33366093,1
21750735,1
48315456,1
10358565,1
50958355,1
45897037,1
12116846,1
50894703,1
19411272,1
50190980,1
50042825,1
37480651,1
10589318,1
13254956,1
13496126,1
13905147,1
44298723,1
16338358,1
48114567,1
12119370,1
32856368,1
12962056,1
40060365,2
24973094,1
137039,1
32246255,1
31957677,1
53083758,1
32460492,1
50963034,1
23924379,1
24818643,1
49908804,1
38504528,1
46025431,1
36714678,1
29321918,1
503609,1
45004577,1
665552,1
47589166,1
13225554,1
50116461,1
35306321,1
2648206,1
51286833,1
33653347,1
2084224,1
23311192,1
14288525,1
34430416,1
37887303,1
36703275,1
15917095,1
37458046,1
36414652,1
51395238,1
43172492,1
19120625,1
25147427,1
38520357,1
46126172,1
44574522,1
29009374,1
21997146,1
3743226,1
47551659,1
15480814,1
10559483,1
28353807,1
1940562,1
31592878,1
35510505,1
51197972,1
34106666,1
2363127,1
33215204,1
26392542,1
5013926,1
29484815,1
390839,1
23855084,1
49409879,3
39844673,1
46176584,1
50166807,1
45218763,1
37288098,1
34615294,1
43691376,1
25820133,1
10355839,1
12136986,1
46727107,1
49858720,1
39828757,1
263809,1
42058311,1
37406896,1
41107247,1
41321617,1
39622164,1
13025838,1
21047679,1
23377669,1
12705881,1
26329498,1
49631142,1
16756201,1
9498280,1
35515641,1
49588678,1
47056631,1
22740621,1
14412700,1
23449542,1
2173278,1
1840723,1
32972373,1
16617344,1
31748175,1
11655302,1
12518938,1
13423428,1
47744413,1
43778375,2
37032189,1
49771238,1
24702557,1
45711164,1
10610068,1
11563151,1
21812377,1
28441289,1
43846715,1
6931946,1
51490904,1
31733366,1
2626532,1
51803448,1
633065,1
11418102,1
4509645,2
44950265,1
43134845,1
14401619,1
22681145,1
43334917,1
40377141,1
51120924,4
1308880,1
16823515,1
34959659,1
52077216,1
51060525,1
8442696,1
36382630,1
41162131,1
37613498,1
3254202,1
51261069,1
9921456,1
1468486,1
35840514,1
11811473,1
27241076,1
12940251,1
49577600,1
10783622,1
51827273,2
10152154,1
47888022,1
14861343,1
51375034,1
2831968,1
35100748,1
41423393,1
32506261,1
47740576,1
52150537,1
30562581,2
50852802,1
48818524,1
47417662,1
43202630,1
41366463,1
44984334,1
19531575,1
39956412,1
35342974,1
10181176,2
41697544,1
16224044,1
43517788,1
33507356,1
30642442,1
36668997,1
49450727,1
52220364,1
43595827,1
5265499,1
7252714,1
46086955,1
20560692,1
44889331,1
18106649,2
11684814,1
34034422,1
45850798,1
3052003,1
19113091,1
12895484,1
4584625,1
3923200,1
52071752,1
1457904,1
18320335,1
30146921,1
51599436,1
28606727,1
48821560,1
14395242,1
29858080,1
44091080,1
40201996,1
44542732,1
14157482,1
33089627,1
31452844,1
45279394,1
13905563,1
1567960,1
43212143,1
52165445,1
32318423,1
20438109,1
7180532,1
52554620,1
17156357,1
42620691,1
41187518,1
20156985,1
14422126,1
37053598,1
40354901,1
18008912,1
29683947,1
15510579,1
40263521,1
24828253,1
31779146,1
44163158,2
52113487,1
2262505,1
29130523,1
2748925,1
13381097,2
35211712,1
35212506,1
2450948,1
19938998,1
13346534,1
41019586,1
30788388,1
15425800,1
3952473,1
12750053,1
2824467,1
52145489,3
12789615,1
46860225,1
15214779,1
58402,3
30071044,1
20922273,1
20304246,1
18894011,1
47087586,1
45642710,1
26140990,1
11084083,1
45333148,1
30705242,1
2286825,1
39421376,1
10317896,1
15400619,1
48729354,1
10810782,1
42817624,1
40649390,1
11295676,1
40852220,1
39929326,1
14549841,1
50919593,1
20348288,1
18739541,1
53088406,1
33560500,1
49576058,1
9910678,1
46523940,1
15657462,2
29337675,1
16549565,1
39210321,1
23174234,1
51908523,1
31171849,1
39427972,1
10696121,1
31329273,1
24581385,1
20727483,1
7583780,1
49272068,1
42390254,1
52488180,1
16237238,1
52485320,1
28508160,1
7921542,1
41092392,1
13305982,1
23486770,1
38270146,1
34799484,1
43688672,1
15312334,1
49585354,1
12565841,1
13106431,1
21266987,1
26497572,1
5461685,1
30945061,1
21479257,1
43187257,1
44302155,1
38520795,1
23611831,1
51746079,1
22012343,1
16888492,1
15245363,1
52735171,1
50298132,1
49429167,1
10622407,1
29243889,1
50565563,1
21893926,1
18609340,1
48299610,1
17819756,1
2890380,1
2089776,1
14169020,1
11623983,1
20986911,1
5798766,1
33161976,1
1392313,1
24732218,2
35284711,1
10230086,2
35857601,1
23123080,1
46762150,1
5860150,1
50876149,1
10736295,1
44169542,1
39137266,1
50440218,2
32043636,1
51995595,1
4734915,1
50632701,2
10676559,1
19670609,1
16752346,1
41055076,1
42719644,1
35388084,1
14953236,1
30553440,1
24085012,1
15442499,1
46252482,1
25979514,1
23823924,1
29561099,1
24122165,1
41824852,1
20016792,1
12766471,1
41635727,1
16426927,1
45580086,1
30136431,1
22828517,1
51009464,1
13538544,1
43126747,1
45080914,1
27066660,1
37542421,1
52926675,1
11828575,1
10236294,1
50978194,1
40744537,1
50325378,1
44430828,1
40571367,1
52102326,1
52987593,1
49700112,1
12520773,1
14198475,1
23384814,1
42638028,1
37034189,1
10298553,1
37593424,1
21472311,1
13694411,1
49000186,1
49086434,1
43447045,1
47040958,1
20601004,1
14914038,1
10900007,2
47457923,1
21388933,1
13486744,1
33174845,1
14807574,1
35099261,1
41480392,1
23435456,1
52902298,2
21200452,1
23844976,1
31559039,1
15143635,1
23005710,1
34283241,1
45741290,1
51962451,1
16951895,1
51635655,1
45607157,1
13448514,1
33240584,1
37112959,1
29274514,1
35509822,1
27296224,1
50364115,1
35022164,1
35932430,1
43386174,1
30886025,1
47367690,1
41371667,1
43361159,1
36562827,1
43242464,1
40390699,1
19663572,1
36356754,1
25001162,1
33091990,1
49976902,1
49295923,1
18642185,1
50753807,1
48754127,1
5264240,1
42335326,1
42921997,1
14602247,1
23254388,1
12866182,1
27730854,1
7454779,1
34692716,1
47120475,1
42716797,1
45488822,1
36192364,2
23827985,1
7657327,1
33107873,1
15191158,1
20646536,1
52790303,3
31108186,1
2712123,1
11737668,1
40676556,1
26848315,1
7873803,1
37388660,2
13373631,1
25573275,1
11885405,1
43643109,1
9624417,1
52005453,1
4322380,1
45000673,1
23724461,1
6521708,1
14322423,1
41954376,1
2305204,1
46775913,1
12596826,1
43234008,1
29872078,1
20533609,1
37735179,1
18959242,1
30874482,1
50130751,1
38569637,1
51095029,1
25952080,1
30060993,1
819933,1
13253001,1
18188736,1
41778536,1
39342861,1
50389693,1
12788464,1
16880124,1
505647,2
24826159,1
42060773,2
9669675,1
3297571,1
3596856,1
17288939,1
23041899,1
49157054,1
34948208,1
13103509,1
46967313,1
29347280,1
517938,1
11409908,1
24189871,2
52776120,1
11156918,1
20759399,1
48755121,1
11544896,1
16403539,1
28920820,1
11518887,1
39548723,1
50264505,1
11476759,1
41555686,1
45795634,1
29924525,1
23530409,1
39994870,1
21595322,1
29757874,1
13984975,1
48168547,1
44898410,1
618085,1
51471581,1
41250923,1
26308882,1
10933665,1
1333908,1
31800451,1
50347258,2
18147022,1
52598105,1
43050317,1
39761801,1
33995883,1
48616743,1
31907948,1
18590479,1
46818105,1
38854451,1
31690085,1
45355083,1
44489426,1
32458704,1
48608490,1
15346246,1
13555624,1
13564914,1
33111210,1
52397531,1
52389486,1
11817795,1
17143651,1
8369364,1
41378786,1
19763153,1
6633361,1
17517649,1
32083455,1
49278137,1
19352477,1
10764103,1
41960890,1
12778813,1
23437984,1
1717029,1
14249982,1
51706370,1
11488911,1
44082790,1
12026819,1
2050458,1
14550557,1
12678116,1
42938898,1
47052727,1
2060068,1
20097708,1
45366009,1
13049612,1
21434991,1
37531491,1
43143055,1
50544725,1
53001444,1
31804163,1
44500813,1
2158644,1
20235616,1
36780462,1
24149118,1
49158190,1
38312969,1
16009319,1
19979179,1
92511,1
13326909,1
2429201,1
13375762,1
13120421,2
29456074,1
45066319,1
27052467,1
24516385,1
51641289,1
1166064,1
12365115,1
2361466,1
45817616,1
1215656,1
51557420,1
46493907,1
29631001,1
52324194,1
49688596,1
3595211,1
10679021,1
12047371,2
48623572,1
51963126,1
18149285,1
13715145,1
41349852,1
49831002,1
10569987,1
22895057,2
2567394,1
30789177,1
44333567,1
11892861,1
28295362,1
2554605,1
32845091,1
35340013,1
25559407,1
15860371,1
36801468,1
50796733,1
51735781,1
20312477,1
26301184,1
51531306,1
51626877,1
42109635,1
41673557,1
12699087,1
37968361,1
23056714,1
37948384,1
13046746,2
6430529,1
26145700,1
13522361,1
17950259,1
52674764,1
25284935,1
11242108,1
49173190,1
6039441,1
39471433,2
11028234,1
4333583,1
49244223,1
35202518,1
28756924,1
14560207,1
12519418,1
51623559,1
51625672,1
12054789,1
21298023,1
46510207,1
28606660,1
49868693,1
9066755,1
21626589,2
43520382,1
9879864,2
19092946,1
32407098,1
29487651,1
11388665,1
39859949,1
8804337,1
37797130,1
6684786,1
48912519,1
51127447,1
5312134,1
19290839,1
24306351,1
46637879,1
37065756,1
50304438,1
45983406,1
53074006,1
44880054,1
41652580,1
27610035,1
49331932,1
10180049,1
51314308,1
15116180,1
22120267,1
45092764,1
10704735,1
10799612,1
42920698,1
22444923,1
46196956,1
48266164,1
29055230,1
24065711,1
25576435,1
13040671,3
11154566,1
11559240,1
32511894,1
15788081,1
37672375,1
50388754,1
50590435,1
17105503,1
30985316,2
36115854,1
41145431,1
38006851,1
35556584,1
23491412,1
33867667,1
19432758,1
28615952,1
15018236,1
44641134,1
52468232,1
48747950,2
41754948,1
42964276,1
50212700,1
52743967,1
52015126,1
42898627,1
32891001,1
33985388,1
31609423,1
4798015,1
25263440,1
51529501,1
41614109,1
52218598,1
19837734,1
48605390,1
18621840,1
23094049,1
47362484,1
21947815,1
11599286,1
20318658,1
16769350,1
33693352,1
34336168,1
13610374,1
14188383,1
12416382,1
52728890,1
15391908,1
50404454,1
33997914,1
46505675,1
18778563,1
32356027,1
45520204,1
13710533,1
23982590,1
41999982,1
51312752,1
39893679,1
43582687,1
41454096,1
43509611,1
1199748,1
42142903,1
7725365,1
4772410,1
33434604,1
25173971,1
12431505,1
47125293,1
31980753,1
15563174,1
38550234,1
33900179,1
43396366,1
31931788,1
12254110,1
22706594,1
50839337,1
46238734,1
34698929,1
5920660,1
39781743,1
15279335,1
15815204,1
49796371,1
20235756,1
45836161,2
39210965,1
27702433,1
10503889,1
42351824,1
52132558,1
48289777,1
29760951,1
13254072,1
49272528,1
20661695,1
20820370,1
23317954,1
20495001,1
40078970,1
31789194,1
46053467,1
43751002,1
11563762,1
34734676,1
27724766,1
36795763,2
24351339,1
13012293,1
51663194,1
52020180,1
31157101,1
44491868,1
33321976,1
27565021,1
17794407,1
21903733,1
51853354,1
23057327,1
42357490,1
48169202,1
16404921,1
26956845,1
36532289,1
20214924,1
19570670,1
47457398,1
30357322,1
21087587,1
52853716,1
45943929,1
43588043,1
48939340,1
29715657,1
11746422,1
37879701,1
25083642,1
35779854,1
52263948,1
50947245,1
10039067,1
19775076,1
12274772,1
18981999,1
33399227,1
20588004,1
27701373,1
12640318,1
31570888,1
46617163,1
52233309,1
10884714,1
36955036,1
36325911,1
36642462,1
52795784,1
43497431,1
11695859,1
41556984,1
46006707,1
40219631,1
46217885,1
13783791,1
31888605,2
36622842,1
17141800,1
35422806,1
46339850,1
50260392,1
45902606,1
12108382,1
34549996,1
47390486,1
15508816,1
52826417,1
14714436,1
51728607,1
14555366,1
121406,1
14556661,1
22807927,1
5496564,1
25065639,1
10539484,1
15103540,1
30636895,1
23716521,1
